data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro
2023-02-24 00:59:55.678271308,ES,Representante,Eletrônicos,Distribuidor,Produto_2,7,13.602.562.078.970.900,11.319.704.766.566.700,2.282.857.312.404.190
2023-02-24 08:00:34.573829532,BA,Marketplace,Móveis,Distribuidor,Produto_36,9,8.744.102.742.259.230,5.808.565.174.657.000,2.935.537.567.602.230
2023-02-24 15:01:13.469387755,ES,Representante,Eletrônicos,Distribuidor,Produto_58,8,768.172.791.308.764,5.711.602.541.563.400,19.701.253.715.242.300
2023-02-24 15:01:13.469387755,SC,Online,Serviços,Corporativo,Produto_106,13,13.492.892.315.127.400,10.536.479.387.717.400,2.956.412.927.410.000
2023-02-24 15:01:13.469387755,RJ,Marketplace,Móveis,Corporativo,Produto_107,8,15.226.331.336.803.600,10.949.764.798.627.300,4.276.566.538.176.270
2023-02-25 05:02:31.260504202,BA,Online,Acessórios,Varejo,Produto_113,2,11.925.749.912.489.100,8.886.669.246.360.840,3.039.080.666.128.270
2023-02-25 05:02:31.260504202,ES,Online,Informática,Corporativo,Produto_62,13,4.766.539.053.556.850,3.150.582.223.644.650,16.159.568.299.121.900
2023-02-25 05:02:31.260504202,PR,Representante,Informática,Varejo,Produto_74,13,26.803.375.614.186.100,16.191.614.674.178.900,10.611.760.940.007.200
2023-02-25 19:03:49.051620648,PR,Loja Física,Informática,Distribuidor,Produto_62,4,9.221.430.879.521.280,67.882.698.801.217.800,24.331.609.993.994.900
2023-02-26 02:04:27.947178872,RJ,Marketplace,Serviços,Corporativo,Produto_3,3,6.428.519.520.798.130,40.222.441.583.888.400,24.062.753.624.092.800
2023-02-26 09:05:06.842737095,SC,Online,Informática,Distribuidor,Produto_47,2,14.559.279.879.572.600,11.756.384.343.771.500,2.802.895.535.801.120
2023-02-26 09:05:06.842737095,RJ,Online,Eletrônicos,Corporativo,Produto_94,11,13.865.475.355.601.000,8.813.632.872.810.050,5.051.842.482.790.980
2023-02-26 16:05:45.738295318,SP,Representante,Eletrônicos,Varejo,Produto_106,7,1.935.021.872.772.010,1.228.589.760.509.370,706.432.112.262.637
2023-02-26 16:05:45.738295318,BA,Online,Eletrônicos,Corporativo,Produto_84,9,16.631.835.423.043.100,10.096.412.918.002.600,6.535.422.505.040.540
2023-02-26 23:06:24.633853541,SC,Online,Informática,Corporativo,Produto_29,7,15.725.143.680.777.700,9.371.311.710.442.280,635.383.197.033.549
2023-02-27 13:07:42.424969988,SC,Marketplace,Serviços,Distribuidor,Produto_86,8,5.793.410.927.290.630,4.812.950.230.333.640,9.804.606.969.569.810
2023-02-27 13:07:42.424969988,PR,Marketplace,Informática,Corporativo,Produto_112,10,1.672.323.880.192.750,10.031.975.131.788.200,6.691.263.670.139.280
2023-02-27 13:07:42.424969988,MG,Representante,Acessórios,Distribuidor,Produto_45,1,11.328.120.669.195.800,7.208.896.215.974.310,41.192.244.532.215.300
2023-02-27 13:07:42.424969988,SC,Loja Física,Eletrônicos,Distribuidor,Produto_34,5,8.166.593.341.300.580,5.933.984.958.466.810,2.232.608.382.833.760
2023-02-28 10:09:39.111644658,SC,Representante,Eletrônicos,Corporativo,Produto_104,2,2.607.851.347.449.250,17.445.029.354.051.300,8.633.484.120.441.230
2023-02-28 17:10:18.007202881,SP,Online,Informática,Distribuidor,Produto_24,11,7.074.289.556.394.350,39.724.253.139.528.200,3.101.864.242.441.530
2023-02-28 17:10:18.007202881,SC,Loja Física,Informática,Varejo,Produto_87,13,38.527.389.967.816.200,2.881.522.044.966.050,9.712.169.518.155.680
2023-03-01 07:11:35.798319328,MG,Loja Física,Móveis,Corporativo,Produto_106,5,7.260.280.413.589.490,4.136.779.028.883.680,3.123.501.384.705.810
2023-03-01 14:12:14.693877551,BA,Marketplace,Serviços,Distribuidor,Produto_93,2,39.241.542.355.647.600,25.671.954.859.972.700,13.569.587.495.674.900
2023-03-01 14:12:14.693877551,BA,Marketplace,Eletrônicos,Corporativo,Produto_66,13,2.571.469.915.448.520,1.925.815.372.372.490,645.654.543.076.035
2023-03-01 21:12:53.589435774,MG,Representante,Móveis,Corporativo,Produto_41,3,5.198.550.063.428.850,38.351.749.545.428.400,1.363.375.108.886.000
2023-03-01 21:12:53.589435774,BA,Representante,Serviços,Distribuidor,Produto_103,2,40.056.763.521.575.000,2.900.625.512.750.360,11.050.508.394.071.300
2023-03-02 11:14:11.380552221,SC,Representante,Serviços,Distribuidor,Produto_102,12,8.038.192.371.048.300,4.578.870.320.879.210,34.593.220.501.690.800
2023-03-02 11:14:11.380552221,BA,Online,Serviços,Varejo,Produto_23,10,934.123.174.851.337,7.247.890.299.767.650,2.093.341.448.745.710
2023-03-03 01:15:29.171668667,RS,Representante,Informática,Varejo,Produto_40,13,21.300.682.461.620.200,14.811.675.451.959.000,648.900.700.966.116
2023-03-03 15:16:46.962785114,BA,Representante,Eletrônicos,Varejo,Produto_9,7,10.867.086.679.458.600,7.995.403.578.301.400,2.871.683.101.157.240
2023-03-03 22:17:25.858343337,RS,Representante,Móveis,Varejo,Produto_39,11,26.183.390.936.375.800,15.217.752.016.956.300,10.965.638.919.419.500
2023-03-03 22:17:25.858343337,ES,Loja Física,Eletrônicos,Distribuidor,Produto_24,12,24.987.025.786.344.300,1.618.479.514.356.500,8.802.230.642.779.300
2023-03-04 12:18:43.649459784,BA,Marketplace,Eletrônicos,Varejo,Produto_109,14,20.505.144.076.477.900,1.618.800.416.989.460,4.317.139.906.583.290
2023-03-04 19:19:22.545018007,SC,Representante,Acessórios,Distribuidor,Produto_14,5,6.929.179.890.413.320,4.689.909.407.408.040,2.239.270.483.005.270
2023-03-05 02:20:01.440576230,RS,Loja Física,Móveis,Distribuidor,Produto_101,1,17.667.262.116.590.500,14.857.834.644.205.800,28.094.274.723.847.100
2023-03-05 02:20:01.440576230,BA,Online,Informática,Varejo,Produto_40,5,4.933.495.515.862.940,35.175.004.510.649.600,14.159.950.647.979.700
2023-03-05 16:21:19.231692677,SC,Representante,Acessórios,Corporativo,Produto_101,12,29.335.234.930.322.200,21.147.718.342.151.100,8.187.516.588.171.120
2023-03-05 23:21:58.127250900,PR,Marketplace,Acessórios,Distribuidor,Produto_103,7,3.846.513.575.960.420,24.483.152.317.354.500,13.981.983.442.249.700
2023-03-06 06:22:37.022809124,MG,Loja Física,Serviços,Varejo,Produto_102,14,1.959.893.108.622.040,13.293.724.501.873.900,6.305.206.584.346.460
2023-03-06 06:22:37.022809124,SP,Representante,Informática,Distribuidor,Produto_81,10,1.801.998.279.968.040,10.691.745.481.828.800,7.328.237.317.851.590
2023-03-06 20:23:54.813925570,RJ,Marketplace,Informática,Distribuidor,Produto_75,12,12.483.329.460.501.100,8.567.962.723.519.720,39.153.667.369.813.800
2023-03-07 10:25:12.605042017,SP,Representante,Acessórios,Corporativo,Produto_1,3,463.271.900.126.935,3.307.420.525.095.110,1.325.298.476.174.230
2023-03-08 00:26:30.396158463,PR,Representante,Acessórios,Distribuidor,Produto_99,4,7.135.485.769.586.900,4.447.775.429.749.810,2.687.710.339.837.080
2023-03-08 00:26:30.396158463,MG,Marketplace,Móveis,Varejo,Produto_92,5,37.645.684.741.732.500,290.893.576.825.268,8.556.327.059.205.720
2023-03-08 00:26:30.396158463,RJ,Representante,Serviços,Corporativo,Produto_8,3,2.971.953.289.323.850,24.319.892.888.826,5.399.640.004.412.530
2023-03-08 21:28:27.082833133,RJ,Loja Física,Serviços,Corporativo,Produto_93,2,2.081.217.290.802.950,15.387.470.948.996.800,5.424.701.959.032.710
2023-03-09 11:29:44.873949580,SC,Loja Física,Móveis,Varejo,Produto_108,9,1.827.483.260.882.980,1.294.503.567.295.320,53.297.969.358.766.400
2023-03-09 18:30:23.769507803,RJ,Online,Eletrônicos,Corporativo,Produto_86,9,9.078.971.207.251.840,6.423.611.393.083.910,26.553.598.141.679.200
2023-03-10 08:31:41.560624250,SP,Marketplace,Acessórios,Distribuidor,Produto_90,12,8.012.982.463.540.770,6.634.425.212.278.250,13.785.572.512.625.100
2023-03-10 08:31:41.560624250,MG,Online,Móveis,Varejo,Produto_87,4,6.068.573.343.575.720,3.570.777.803.219.550,24.977.955.403.561.600
2023-03-10 08:31:41.560624250,PR,Online,Acessórios,Varejo,Produto_67,2,4.392.561.070.454.190,33.829.658.778.598.700,10.095.951.925.943.200
2023-03-10 22:32:59.351740696,ES,Online,Informática,Corporativo,Produto_112,4,15.627.794.327.805.000,8.803.187.550.358.610,682.460.677.744.648
2023-03-11 05:33:38.247298920,BA,Online,Móveis,Varejo,Produto_110,13,28.897.979.171.890.700,18.814.727.254.302.400,10.083.251.917.588.300
2023-03-11 12:34:17.142857143,SC,Online,Eletrônicos,Distribuidor,Produto_17,12,2.820.342.913.253.150,20.861.986.103.027.400,7.341.443.029.504.150
2023-03-11 12:34:17.142857143,RJ,Loja Física,Serviços,Corporativo,Produto_62,10,2.085.158.097.347.710,14.133.032.887.567.700,6.718.548.085.909.390
2023-03-12 09:36:13.829531813,SP,Marketplace,Acessórios,Distribuidor,Produto_22,13,4.507.927.659.878.430,30.549.615.770.936.700,14.529.660.827.847.600
2023-03-12 09:36:13.829531813,MG,Online,Serviços,Corporativo,Produto_43,12,11.226.661.892.371.500,8.512.011.497.966.070,27.146.503.944.054.400
2023-03-12 09:36:13.829531813,RS,Marketplace,Informática,Distribuidor,Produto_25,2,4.339.434.974.421.330,32.620.482.521.666.300,10.773.867.222.547.000
2023-03-12 23:37:31.620648259,ES,Loja Física,Eletrônicos,Corporativo,Produto_18,10,12.473.301.125.594.200,8.792.412.709.769.930,3.680.888.415.824.300
2023-03-13 06:38:10.516206483,RS,Marketplace,Acessórios,Corporativo,Produto_34,3,370.187.790.122.799,22.687.830.309.335.200,1.433.094.870.294.460
2023-03-13 06:38:10.516206483,SP,Online,Móveis,Varejo,Produto_8,7,5.600.449.363.253.550,4.344.161.256.853.380,1.256.288.106.400.170
2023-03-13 06:38:10.516206483,PR,Loja Física,Informática,Distribuidor,Produto_65,14,31.439.584.480.983.200,20.579.079.786.971.500,10.860.504.694.011.700
2023-03-13 20:39:28.307322929,RS,Marketplace,Acessórios,Varejo,Produto_59,14,3.389.554.846.328.510,2.791.430.336.163.590,5.981.245.101.649.220
2023-03-14 17:41:24.993997599,RS,Online,Móveis,Varejo,Produto_33,14,25.757.252.088.840.800,16.412.517.900.983.200,9.344.734.187.857.520
2023-03-15 00:42:03.889555822,ES,Loja Física,Móveis,Distribuidor,Produto_25,6,3.692.295.332.711.200,2.363.006.159.154.690,13.292.891.735.565.100
2023-03-15 21:44:00.576230492,MG,Representante,Informática,Distribuidor,Produto_71,4,7.693.693.041.246.590,4.279.421.812.338.640,3.414.271.228.907.950
2023-03-15 21:44:00.576230492,MG,Loja Física,Acessórios,Varejo,Produto_61,13,21.292.489.640.467.500,1.218.856.581.309.390,9.103.923.827.373.620
2023-03-15 21:44:00.576230492,PR,Representante,Eletrônicos,Distribuidor,Produto_43,5,5.685.793.898.286.760,3.411.055.906.676.310,22.747.379.916.104.400
2023-03-16 11:45:18.367346939,RJ,Representante,Móveis,Corporativo,Produto_22,4,16.276.887.678.278.100,10.706.156.667.124.900,5.570.731.011.153.140
2023-03-16 11:45:18.367346939,PR,Representante,Serviços,Varejo,Produto_76,10,13.396.770.498.699.100,7.609.707.892.791.910,578.706.260.590.728
2023-03-16 18:45:57.262905162,RJ,Representante,Móveis,Distribuidor,Produto_60,6,10.854.299.150.099.600,647.027.859.897.614,4.384.020.551.123.510
2023-03-17 08:47:15.054021609,PR,Representante,Eletrônicos,Distribuidor,Produto_46,12,3.185.818.446.040.630,23.276.102.543.375.900,8.582.081.917.030.360
2023-03-17 22:48:32.845138055,SC,Loja Física,Móveis,Varejo,Produto_3,14,27.981.912.021.918.700,2.074.789.648.843.970,7.234.015.533.478.970
2023-03-18 05:49:11.740696278,BA,Marketplace,Eletrônicos,Corporativo,Produto_109,2,4.066.977.626.966.800,23.793.869.725.421.800,16.875.906.544.246.200
2023-03-18 05:49:11.740696278,RS,Online,Serviços,Varejo,Produto_99,4,9.711.414.645.873.990,5.625.931.574.293.540,4.085.483.071.580.450
2023-03-18 05:49:11.740696278,SC,Online,Acessórios,Varejo,Produto_18,9,1.023.310.430.240.280,5.918.211.857.693.090,4.314.892.444.709.780
2023-03-18 12:49:50.636254502,SP,Online,Serviços,Corporativo,Produto_119,1,210.382.058.665.187,1.354.005.297.851.800,7.498.152.888.000.630
2023-03-19 02:51:08.427370948,RS,Marketplace,Serviços,Distribuidor,Produto_1,5,5.222.124.969.407.880,38.383.609.716.459.000,13.837.639.977.619.800
2023-03-19 02:51:08.427370948,RS,Loja Física,Móveis,Varejo,Produto_115,14,4.571.421.025.285.990,25.377.989.934.546.100,20.336.220.318.313.800
2023-03-19 09:51:47.322929172,SC,Loja Física,Eletrônicos,Distribuidor,Produto_8,9,15.770.097.419.103.200,1.163.554.354.205.970,4.134.553.877.043.410
2023-03-19 16:52:26.218487395,RS,Representante,Eletrônicos,Varejo,Produto_72,5,6.944.687.941.888.160,5.223.407.059.986.100,1.721.280.881.902.060
2023-03-19 23:53:05.114045618,MG,Representante,Eletrônicos,Varejo,Produto_6,1,5.791.639.255.372.830,48.689.757.486.884.800,9.226.635.066.843.470
2023-03-20 06:53:44.009603841,BA,Representante,Informática,Varejo,Produto_49,8,1.622.704.949.223.090,10.962.984.641.714.400,5.264.064.850.516.450
2023-03-20 13:54:22.905162065,RJ,Representante,Serviços,Varejo,Produto_40,4,14.801.199.341.505.900,8.688.095.609.584.680,6.113.103.731.921.260
2023-03-20 13:54:22.905162065,SC,Representante,Acessórios,Varejo,Produto_51,8,1.189.027.797.178.590,7.262.658.605.559.760,4.627.619.366.226.160
2023-03-20 13:54:22.905162065,BA,Online,Serviços,Distribuidor,Produto_4,5,15.392.132.514.512.400,9.202.846.135.904.250,6.189.286.378.608.160
2023-03-20 20:55:01.800720288,SP,Loja Física,Móveis,Varejo,Produto_25,9,79.146.984.483.511.800,4.867.125.315.347.330,3.047.573.133.003.840
2023-03-21 03:55:40.696278511,BA,Online,Informática,Corporativo,Produto_60,2,10.274.860.383.444.000,5.685.761.134.263.150,4.589.099.249.180.890
2023-03-21 17:56:58.487394958,MG,Loja Física,Serviços,Distribuidor,Produto_66,9,11.000.723.460.689.500,9.265.385.215.041.490,17.353.382.456.480.600
2023-03-22 00:57:37.382953181,BA,Loja Física,Eletrônicos,Distribuidor,Produto_93,7,16.922.362.136.206.700,9.925.840.844.322.000,6.996.521.291.884.750
2023-03-22 07:58:16.278511404,MG,Representante,Serviços,Varejo,Produto_15,10,10.557.657.688.882.400,713.014.176.545.477,34.275.159.234.277.100
2023-03-22 14:58:55.174069628,SP,Representante,Informática,Corporativo,Produto_7,3,31.956.166.181.131.900,2.091.899.098.008.020,11.037.175.201.051.700
2023-03-22 14:58:55.174069628,RJ,Marketplace,Móveis,Corporativo,Produto_20,14,26.700.271.608.865.700,17.576.560.160.240.500,9.123.711.448.625.220
2023-03-22 21:59:34.069627851,ES,Online,Eletrônicos,Distribuidor,Produto_116,13,7.595.745.508.647.720,5.141.679.526.916.110,24.540.659.817.316.000
2023-03-23 05:00:12.965186074,MG,Online,Móveis,Distribuidor,Produto_32,8,11.654.880.840.822.100,684.437.453.606.637,4.810.506.304.755.810
2023-03-23 19:01:30.756302521,PR,Marketplace,Serviços,Varejo,Produto_119,11,1.863.648.183.119.100,1.098.016.609.118.290,765.631.574.000.814
2023-03-24 02:02:09.651860744,SC,Representante,Móveis,Distribuidor,Produto_18,13,4.307.304.660.325.610,2.516.628.922.974.190,1.790.675.737.351.420
2023-03-24 09:02:48.547418968,SC,Online,Móveis,Varejo,Produto_14,8,16.994.436.304.644.900,956.081.572.079.509,7.433.620.583.849.870
2023-03-24 09:02:48.547418968,MG,Representante,Informática,Corporativo,Produto_94,13,23.815.627.833.198.500,19.103.652.341.365.400,4.711.975.491.833.060
2023-03-24 09:02:48.547418968,SP,Representante,Informática,Varejo,Produto_35,7,1.244.024.122.479.350,9.211.825.880.422.550,32.284.153.443.710.200
2023-03-24 16:03:27.442977191,SC,Representante,Serviços,Corporativo,Produto_69,5,34.744.621.851.224,2.113.552.600.323.460,1.360.909.584.798.930
2023-03-25 06:04:45.234093637,SP,Online,Eletrônicos,Varejo,Produto_75,13,1.573.031.799.461.740,1.271.240.902.644.800,3.017.908.968.169.410
2023-03-25 06:04:45.234093637,SC,Loja Física,Acessórios,Corporativo,Produto_69,4,8.853.159.898.342.790,72.788.389.550.370.000,15.743.209.433.057.800
2023-03-26 03:06:41.920768307,ES,Representante,Serviços,Corporativo,Produto_32,3,29.190.297.781.825.100,2.013.192.520.963.330,9.058.372.572.191.850
2023-03-26 03:06:41.920768307,RS,Marketplace,Acessórios,Varejo,Produto_108,1,14.467.530.642.908.900,10.773.311.776.996.300,36.942.188.659.125.700
2023-03-26 10:07:20.816326531,SC,Representante,Informática,Distribuidor,Produto_26,9,1.521.181.358.640.510,10.794.670.608.775.600,4.417.142.977.629.410
2023-03-27 21:10:35.294117647,BA,Representante,Serviços,Varejo,Produto_27,2,1.983.070.919.046.540,12.198.847.963.482.100,7.631.861.226.983.340
2023-03-27 21:10:35.294117647,BA,Representante,Informática,Distribuidor,Produto_3,3,3.539.392.067.423.140,288.809.718.936.244,6.512.948.780.607.030
2023-03-27 21:10:35.294117647,RJ,Loja Física,Serviços,Varejo,Produto_60,6,3.484.255.725.908.460,2.159.585.113.150.890,13.246.706.127.575.700
2023-03-29 01:13:10.876350540,RS,Loja Física,Informática,Distribuidor,Produto_70,9,14.714.769.921.216.300,10.435.081.024.867.000,4.279.688.896.349.290
2023-03-29 08:13:49.771908763,BA,Loja Física,Eletrônicos,Corporativo,Produto_14,3,55.736.388.944.376.600,38.710.431.058.457.800,17.025.957.885.918.800
2023-03-29 15:14:28.667466987,MG,Representante,Móveis,Distribuidor,Produto_73,13,14.663.164.480.299.800,9.643.676.292.351.110,5.019.488.187.948.680
2023-03-29 15:14:28.667466987,RJ,Online,Móveis,Corporativo,Produto_81,6,1.026.529.090.394.010,6.426.490.964.788.270,3.838.799.939.151.840
2023-03-29 22:15:07.563025210,RJ,Marketplace,Eletrônicos,Corporativo,Produto_47,12,4.207.687.051.547.320,3.433.606.238.909.660,7.740.808.126.376.630
2023-03-30 05:15:46.458583433,PR,Representante,Informática,Distribuidor,Produto_8,13,16.527.685.582.501.400,10.134.336.081.987.400,6.393.349.500.513.980
2023-03-30 12:16:25.354141657,SP,Loja Física,Serviços,Varejo,Produto_101,4,9.331.892.086.003.870,7.649.418.368.835.760,16.824.737.171.681.000
2023-03-30 19:17:04.249699880,RJ,Loja Física,Eletrônicos,Distribuidor,Produto_27,2,3.830.804.459.014.240,26.013.491.748.306.600,1.229.455.284.183.570
2023-03-30 19:17:04.249699880,ES,Online,Móveis,Varejo,Produto_93,2,1.546.881.655.366.450,8.659.142.353.871.960,6.809.674.199.792.570
2023-03-31 02:17:43.145258103,BA,Online,Serviços,Corporativo,Produto_99,14,292.688.026.820.855,24.501.659.476.685.400,476.714.320.540.008
2023-03-31 09:18:22.040816326,BA,Loja Física,Móveis,Corporativo,Produto_29,13,25.874.084.994.072.600,1.545.203.749.853.270,10.422.047.495.539.800
2023-03-31 09:18:22.040816326,SC,Marketplace,Acessórios,Distribuidor,Produto_92,5,11.157.385.166.236.700,7.447.438.414.225.240,37.099.467.520.115.200
2023-03-31 16:19:00.936374550,SP,Online,Serviços,Corporativo,Produto_89,10,25.651.586.167.166.300,1.704.294.188.856.130,8.608.644.278.604.990
2023-04-01 06:20:18.727490996,PR,Marketplace,Móveis,Varejo,Produto_99,10,17.539.858.682.380.400,14.694.871.371.804.000,28.449.873.105.763.700
2023-04-01 13:20:57.623049220,MG,Loja Física,Móveis,Corporativo,Produto_50,9,12.698.352.054.548.800,10.086.153.174.831.300,26.121.988.797.175.300
2023-04-01 13:20:57.623049220,PR,Marketplace,Acessórios,Corporativo,Produto_84,9,19.923.084.024.320.400,11.914.456.454.540.800,800.862.756.977.963
2023-04-02 03:22:15.414165666,RJ,Marketplace,Eletrônicos,Distribuidor,Produto_68,3,5.146.093.100.244.320,41.490.835.343.945.100,9.970.095.658.498.090
2023-04-02 10:22:54.309723889,PR,Marketplace,Serviços,Corporativo,Produto_40,3,14.707.442.456.870.700,9.119.877.391.702.850,558.756.506.516.792
2023-04-02 10:22:54.309723889,RJ,Representante,Informática,Distribuidor,Produto_98,4,4.302.348.691.071.880,35.419.626.084.271.600,7.603.860.826.447.150
2023-04-02 17:23:33.205282113,ES,Loja Física,Informática,Varejo,Produto_35,12,2.919.380.547.918.850,21.957.308.393.924.600,7.236.497.085.263.900
2023-04-03 14:25:29.891956783,ES,Loja Física,Informática,Distribuidor,Produto_44,3,5.429.305.316.389.430,4.560.309.908.400.060,8.689.954.079.893.660
2023-04-05 08:29:23.265306122,MG,Loja Física,Serviços,Distribuidor,Produto_117,6,10.163.095.845.340.200,6.043.293.151.265.810,4.119.802.694.074.400
2023-04-06 05:31:19.951980792,SC,Online,Acessórios,Distribuidor,Produto_109,5,12.146.886.462.964.400,7.235.109.757.581.340,4.911.776.705.383.140
2023-04-06 19:32:37.743097239,MG,Representante,Informática,Distribuidor,Produto_55,9,21.993.704.517.242.500,12.851.787.437.004.900,9.141.917.080.237.580
